Audible_Title,Audible_Author,Goodreads_Link
Joy at Work,"Marie Kondo, Scott Sonenshein",https://www.goodreads.com/book/show/53071025-joy-at-work?from_search=true&from_srp=true&qid=6ofEdD3Bce&rank=6
It's About Damn Time,"Arlan Hamilton, Rachel L. Nelson",https://www.goodreads.com/book/show/49646727-it-s-about-damn-time?from_search=true&from_srp=true&qid=bmhTry8ShR&rank=1
The Joy of Missing Out,Tanya Dalton,https://www.goodreads.com/book/show/44442025-the-joy-of-missing-out?from_search=true&from_srp=true&qid=Lwfuzh6EUU&rank=1
You're a Miracle (and a Pain in the Ass),Mike McHargue,https://www.goodreads.com/book/show/44781490-you-re-a-miracle-and-a-pain-in-the-ass?from_search=true&from_srp=true&qid=6TmoIdOVoQ&rank=1
A Monk's Guide to a Clean House and Mind,Shoukei Matsumoto,https://www.goodreads.com/book/show/35656221-a-monk-s-guide-to-a-clean-house-and-mind?from_search=true&from_srp=true&qid=XJPILNMyn0&rank=1
My Brilliant Friend,Elena Ferrante,https://www.goodreads.com/book/show/35036409-my-brilliant-friend?from_search=true&from_srp=true&qid=T1mqrDudcm&rank=4
The Godfather,"Mario Puzo, Francis Ford Coppola - introduction, Anthony Puzo - note, Robert J. Thompson - afterword",https://www.goodreads.com/book/show/51876297-the-godfather?from_search=true&from_srp=true&qid=Z6EUC67hA3&rank=1
A Tree Grows in Brooklyn,Betty Smith,https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn?from_search=true&from_srp=true&qid=Qccqwaeuqj&rank=2
Middlesex,Jeffrey Eugenides,https://www.goodreads.com/book/show/2187.Middlesex?from_search=true&from_srp=true&qid=Z97nz5AVyE&rank=5
The Winter Sea,Susanna Kearsley,https://www.goodreads.com/book/show/3392089-the-winter-sea?from_search=true&from_srp=true&qid=af3nsuU2PN&rank=1
The Iliad,"Homer, Robert Fitzgerald - translator",https://www.goodreads.com/book/show/7602384-the-iliad-and-the-odyssey?from_search=true&from_srp=true&qid=tLoZMASQwh&rank=5
Moloka’i,Alan Brennert,https://www.goodreads.com/book/show/3273.Moloka_i?from_search=true&from_srp=true&qid=4MKt2zhE2K&rank=4
The Rosie Result,Graeme Simsion,https://www.goodreads.com/book/show/41018628-the-rosie-result?from_search=true&from_srp=true&qid=ZrOjlBJMXi&rank=1
Norwegian by Night,Derek B. Miller,https://www.goodreads.com/book/show/15775210-norwegian-by-night?from_search=true&from_srp=true&qid=xNY4lAqD9S&rank=1
Paradise Lost,John Milton,https://www.goodreads.com/book/show/18881035-paradise-lost-by-john-milton?from_search=true&from_srp=true&qid=CahLFdBxCW&rank=1
Matchmaking for Beginners,Maddie Dawson,https://www.goodreads.com/book/show/37561377-matchmaking-for-beginners?from_search=true&from_srp=true&qid=VBlwCwpRHZ&rank=2
Hidden,Kendra Elliot,https://www.goodreads.com/book/show/18799585-hidden?from_search=true&from_srp=true&qid=6M0n2Fgn5l&rank=1
The Monkey Wrench Gang,Edward Abbey,https://www.goodreads.com/book/show/99208.The_Monkey_Wrench_Gang?from_search=true&from_srp=true&qid=85to51oTF4&rank=3
Ruthless King,Meghan March,https://www.goodreads.com/book/show/36682959-ruthless-king?from_search=true&from_srp=true&qid=sBFG9Qu9DX&rank=1
Three Wishes,Kristen Ashley,https://www.goodreads.com/book/show/11102353-three-wishes?from_search=true&from_srp=true&qid=S5MSpw1swq&rank=1
The Blessing Way,Tony Hillerman,https://www.goodreads.com/book/show/867387.The_Blessing_Way?from_search=true&from_srp=true&qid=ejO39yJeHp&rank=1
The Aeneid,Virgil,https://www.goodreads.com/book/show/189460.The_Aeneid_of_Virgil?from_search=true&from_srp=true&qid=gDtAB5zg6R&rank=1
A Long Time Gone,Karen White,https://www.goodreads.com/book/show/18693656-a-long-time-gone?from_search=true&from_srp=true&qid=yAAsmgntmL&rank=1
Left Behind,"Tim LaHaye, Jerry B. Jenkins",https://www.goodreads.com/book/show/27523.Left_Behind?from_search=true&from_srp=true&qid=0IHW3MGdy7&rank=10
Tapping the Billionaire,Max Monroe,https://www.goodreads.com/book/show/28675670-tapping-the-billionaire?from_search=true&from_srp=true&qid=KtqtJYKK7s&rank=1
Forever My Girl,Heidi McLaughlin,https://www.goodreads.com/book/show/16119079-forever-my-girl?from_search=true&from_srp=true&qid=HJAkEvqpKt&rank=1
Birthday Girl,Penelope Douglas,https://www.goodreads.com/book/show/39555142-birthday-girl?from_search=true&from_srp=true&qid=dxf3f3LZLR&rank=1
Rhythm and Bluegrass,Molly Harper,https://www.goodreads.com/book/show/17571132-rhythm-and-bluegrass?from_search=true&from_srp=true&qid=V7GJ4Zd4aW&rank=1
Torn,Carian Cole,https://www.goodreads.com/book/show/42832506-torn?from_search=true&from_srp=true&qid=rRKuXIdbQL&rank=1
The Forty Rules of Love,Elif Shafak,https://www.goodreads.com/book/show/6642715-the-forty-rules-of-love?from_search=true&from_srp=true&qid=BfoyZk7N9v&rank=3
The Duchess,Danielle Steel,https://www.goodreads.com/book/show/32570354-the-duchess?from_search=true&from_srp=true&qid=Eacplft07a&rank=1
Where We Belong,Catherine Ryan Hyde,https://www.goodreads.com/book/show/18625895-where-we-belong?from_search=true&from_srp=true&qid=NFqJk7W40t&rank=1
Pretty Reckless,L.J. Shen,https://www.goodreads.com/book/show/39709060-pretty-reckless?from_search=true&from_srp=true&qid=vbCjoD0zNe&rank=1
Savage Prince,Meghan March,https://www.goodreads.com/book/show/36687137-savage-prince?from_search=true&from_srp=true&qid=Q2NtfVNSqP&rank=1
The Contract,Melanie Moreland,https://www.goodreads.com/book/show/29333677-the-contract?from_search=true&from_srp=true&qid=LkUcrKGBCt&rank=1
Blue Skies,Robyn Carr,https://www.goodreads.com/book/show/184856.Blue_Skies?from_search=true&from_srp=true&qid=wVHjNxQabU&rank=1
Sometimes a Great Notion,Ken Kesey,https://www.goodreads.com/book/show/529626.Sometimes_a_Great_Notion?from_search=true&from_srp=true&qid=omcNzQTbJw&rank=2
"Peace, Blood, and Understanding",Molly Harper,https://www.goodreads.com/book/show/44150256-peace-blood-and-understanding?from_search=true&from_srp=true&qid=bQAp38wdhN&rank=1
Lost Lake,Sarah Addison Allen,https://www.goodreads.com/book/show/13481275-lost-lake?from_search=true&from_srp=true&qid=hCbbvyqaky&rank=1
The Woman in White,Wilkie Collins,https://www.goodreads.com/book/show/5895.The_Woman_in_White_by_Wilkie_Collins_Fiction?from_search=true&from_srp=true&qid=I7Zmn8ByJ5&rank=1
Throb,Vi Keeland,https://www.goodreads.com/book/show/23155597-throb?from_search=true&from_srp=true&qid=Yrc3OFVxRT&rank=1
Return to Me,Lynn Austin,https://www.goodreads.com/book/show/17384512-return-to-me?from_search=true&from_srp=true&qid=LPqAAdWPV3&rank=1
No Ordinary Billionaire,J. S. Scott,https://www.goodreads.com/book/show/23748131-no-ordinary-billionaire?from_search=true&from_srp=true&qid=hgOkaqVbnE&rank=1
Who Fears Death,Nnedi Okorafor,https://www.goodreads.com/book/show/7767021-who-fears-death?from_search=true&from_srp=true&qid=gOPAinr6wp&rank=1
Richer Than Sin,Meghan March,https://www.goodreads.com/book/show/39949010-richer-than-sin?from_search=true&from_srp=true&qid=0Bc8CLzfFU&rank=1
Trinity,Leon Uris,https://www.goodreads.com/book/show/42696.Trinity?from_search=true&from_srp=true&qid=Ez3BYbnQYq&rank=1
"It Ain't Me, Babe",Tillie Cole,https://www.goodreads.com/book/show/22020052-it-ain-t-me-babe?from_search=true&from_srp=true&qid=LUQsdomVuX&rank=1
Pale Fire,Vladimir Nabokov,https://www.goodreads.com/book/show/7805.Pale_Fire?from_search=true&from_srp=true&qid=j5kFFjSYt6&rank=3
Fury,Laurann Dohner,https://www.goodreads.com/book/show/12063467-fury?from_search=true&from_srp=true&qid=2m6aEs4e7G&rank=1
Penmort Castle,Kristen Ashley,https://www.goodreads.com/book/show/10896689-penmort-castle?from_search=true&from_srp=true&qid=btxC75pDsu&rank=1
The Edgar Allan Poe Audio Collection,Edgar Allan Poe,https://www.goodreads.com/book/show/23922.The_Edgar_Allan_Poe_Audio_Collection?from_search=true&from_srp=true&qid=oe7yNCkf3a&rank=1
For the Roses,Julie Garwood,https://www.goodreads.com/book/show/133240.For_the_Roses?from_search=true&from_srp=true&qid=Zt9qeRj18W&rank=1
Lost Horizon,James Hilton,https://www.goodreads.com/book/show/39092290-lost-horizon?from_search=true&from_srp=true&qid=8COZ3pANA4&rank=2
Fallen Crest High,Tijan,https://www.goodreads.com/book/show/16134551-fallen-crest-high?from_search=true&from_srp=true&qid=KIjC67BdpQ&rank=1
Dear Life,Alice Munro,https://www.goodreads.com/book/show/13530981-dear-life?from_search=true&from_srp=true&qid=yoJcT3WTji&rank=1
Fire in His Blood,Ruby Dixon,https://www.goodreads.com/book/show/33858773-fire-in-his-blood?from_search=true&from_srp=true&qid=wpFZktchy9&rank=1
When Nietzsche Wept,Irvin D. Yalom,https://www.goodreads.com/book/show/21031.When_Nietzsche_Wept?from_search=true&from_srp=true&qid=kcb6ElQa8j&rank=3
Wild Like the Wind,Kristen Ashley,https://www.goodreads.com/book/show/38357036-wild-like-the-wind?from_search=true&from_srp=true&qid=amvy09GSii&rank=1
Johnny Got His Gun,Dalton Trumbo,https://www.goodreads.com/book/show/51606.Johnny_Got_His_Gun?from_search=true&from_srp=true&qid=8VkLF6T3uO&rank=2
Grendel,John Gardner,https://www.goodreads.com/book/show/676737.Grendel?from_search=true&from_srp=true&qid=73y2OcDPxx&rank=3
Candle in the Darkness,Lynn Austin,https://www.goodreads.com/book/show/192722.Candle_in_the_Darkness?from_search=true&from_srp=true&qid=YxEdJXsuGE&rank=1
The Pact,Karina Halle,https://www.goodreads.com/book/show/23844390-the-pact?from_search=true&from_srp=true&qid=GxlICxzBrB&rank=1
How to Pronounce Knife,Souvankham Thammavongsa,https://www.goodreads.com/book/show/51196859-how-to-pronounce-knife?from_search=true&from_srp=true&qid=U1LYiLAGBC&rank=1
Bully,Penelope Douglas,https://www.goodreads.com/book/show/20803953-bully?from_search=true&from_srp=true&qid=r93T2mDsCZ&rank=1
Finding My Pack,Lane Whitt,https://www.goodreads.com/book/show/30197319-finding-my-pack?from_search=true&from_srp=true&qid=TwHBwqOVBB&rank=1
Difficult Women,Roxane Gay,https://www.goodreads.com/book/show/28818921-difficult-women?from_search=true&from_srp=true&qid=Wx9xKBbqQ3&rank=1
Dirty Headlines,L.J. Shen,https://www.goodreads.com/book/show/38396994-dirty-headlines?from_search=true&from_srp=true&qid=IvzdvNvR5L&rank=1
Darkness at Noon,Arthur Koestler,https://www.goodreads.com/book/show/30672.Darkness_at_Noon?from_search=true&from_srp=true&qid=7gH6NtTRsm&rank=4
A Friend of the Family,Lisa Jewell,https://www.goodreads.com/book/show/161341.A_Friend_of_the_Family?from_search=true&from_srp=true&qid=iasEQGyx0x&rank=1
Slashes in the Snow,M. Never,https://www.goodreads.com/book/show/44246330-slashes-in-the-snow?from_search=true&from_srp=true&qid=BFxKZQzuU0&rank=1
Beat,Vi Keeland,https://www.goodreads.com/book/show/23155599-beat?from_search=true&from_srp=true&qid=KAtoSgo3z7&rank=1
Adultolescence,Gabbie Hanna,https://www.goodreads.com/book/show/34828719-adultolescence?from_search=true&from_srp=true&qid=fzJpwv3dDu&rank=1
Just Above My Head,James Baldwin,https://www.goodreads.com/book/show/38457.Just_Above_My_Head?from_search=true&from_srp=true&qid=6jqBFlEc4L&rank=1
Macbeth,Jo Nesbø,https://www.goodreads.com/book/show/33952851-macbeth?from_search=true&from_srp=true&qid=SH99qNLybA&rank=2
The Lost Heiress,Roseanna M. White,https://www.goodreads.com/book/show/22383696-the-lost-heiress?from_search=true&from_srp=true&qid=uND8AUBSVH&rank=1
"Anna of Kleve, the Princess in the Portrait",Alison Weir,https://www.goodreads.com/book/show/34212134-anna-of-kleve?from_search=true&from_srp=true&qid=dyXrlzZZhS&rank=1
The Inferno,"Dante, Robert Hollander - translator, Jean Hollander - translator",https://www.goodreads.com/book/show/15648.The_Inferno?from_search=true&from_srp=true&qid=vhae4Gw4mF&rank=1
When Ashes Fall,Marni Mann,https://www.goodreads.com/book/show/42730511-when-ashes-fall?from_search=true&from_srp=true&qid=EQGYqbgmT1&rank=1
Special Topics in Calamity Physics,Marisha Pessl,https://www.goodreads.com/book/show/3483.Special_Topics_in_Calamity_Physics?from_search=true&from_srp=true&qid=BSBziUgccd&rank=2
Dear Committee Members,Julie Schumacher,https://www.goodreads.com/book/show/19288259-dear-committee-members?from_search=true&from_srp=true&qid=qstG6WUs2i&rank=1
Elmer Gantry,Sinclair Lewis,https://www.goodreads.com/book/show/11378.Elmer_Gantry?from_search=true&from_srp=true&qid=RpvKv0l8oO&rank=1
The Wright Brother,K.A. Linde,https://www.goodreads.com/book/show/33913492-the-wright-brother?from_search=true&from_srp=true&qid=8tD8Uo93sz&rank=1
The Largesse of the Sea Maiden,Denis Johnson,https://www.goodreads.com/book/show/35135343-the-largesse-of-the-sea-maiden?from_search=true&from_srp=true&qid=6FIHPlgetM&rank=1
Caravans,James A. Michener,https://www.goodreads.com/book/show/12662.Caravans?from_search=true&from_srp=true&qid=CWzrN5psHu&rank=1
Apocrypha Now,"Mark Russell, Shannon Wheeler",https://www.goodreads.com/book/show/28159144-apocrypha-now?from_search=true&from_srp=true&qid=3XH3M1xB9F&rank=1
Boy Swallows Universe,Trent Dalton,https://www.goodreads.com/book/show/37558445-boy-swallows-universe?from_search=true&from_srp=true&qid=fRzI1TwZka&rank=1
Too Much Happiness,Alice Munro,https://www.goodreads.com/book/show/6464937-too-much-happiness?from_search=true&from_srp=true&qid=rb48U3QnPm&rank=1
The Admissions,Meg Mitchell Moore,https://www.goodreads.com/book/show/25241503-the-admissions?from_search=true&from_srp=true&qid=2eJ8csa8qG&rank=1
A Bend in the River,V. S. Naipaul,https://www.goodreads.com/book/show/5845.A_Bend_in_the_River?from_search=true&from_srp=true&qid=iV3oxsNZFq&rank=4
The Long Flight Home,Alan Hlad,https://www.goodreads.com/book/show/42422509-the-long-flight-home?from_search=true&from_srp=true&qid=8TZ8wyT3Cy&rank=1
The Delight of Being Ordinary,Roland Merullo,https://www.goodreads.com/book/show/27876291-the-delight-of-being-ordinary?from_search=true&from_srp=true&qid=AmGs3t0UsD&rank=1
The Yellow Bird Sings,Jennifer Rosner,https://www.goodreads.com/book/show/45734862-the-yellow-bird-sings?from_search=true&from_srp=true&qid=6AWJEGlBJu&rank=1
Letters to a Young Poet,"Charlie Louth - translator, Lewis Hyde - introduction, Rainer Maria Rilke",https://www.goodreads.com/book/show/13570789-letters-to-a-young-poet?from_search=true&from_srp=true&qid=XK8qt4jxk7&rank=1
The Wartime Sisters,Lynda Cohen Loigman,https://www.goodreads.com/book/show/39863502-the-wartime-sisters?from_search=true&from_srp=true&qid=xS03oylEGj&rank=1
Circle of Darkness,"Aimee Nicole Walker, Nicholas Bella",https://www.goodreads.com/book/show/36595405-circle-of-darkness?from_search=true&from_srp=true&qid=NKZJjkv70h&rank=1
The Shakespeare Requirement,Julie Schumacher,https://www.goodreads.com/book/show/38885815-the-shakespeare-requirement?from_search=true&from_srp=true&qid=fTLFHxu9et&rank=1
Wild Embers,Nikita Gill,https://www.goodreads.com/book/show/34253376-wild-embers?from_search=true&from_srp=true&qid=edcxp4dddy&rank=1
Professor Chandra Follows His Bliss,Rajeev Balasubramanyam,https://www.goodreads.com/book/show/39808463-professor-chandra-follows-his-bliss?from_search=true&from_srp=true&qid=d1nLRIhA0v&rank=1
Tell Me,Abigail Strom,https://www.goodreads.com/book/show/34887950-tell-me?from_search=true&from_srp=true&qid=sC79cFPZ4q&rank=1
Almost Like Love,Abigail Strom,https://www.goodreads.com/book/show/23288793-almost-like-love?from_search=true&from_srp=true&qid=I7uYejMqk0&rank=1
Unscripted Love,Aimee Nicole Walker,https://www.goodreads.com/book/show/35596228-unscripted-love?from_search=true&from_srp=true&qid=lUIMQxNcF3&rank=1
Felon,Reginald Dwayne Betts,https://www.goodreads.com/book/show/43726561-felon?from_search=true&from_srp=true&qid=WDCBtvNkP1&rank=1
Brief Encounters with Che Guevara,Ben Fountain,https://www.goodreads.com/book/show/329266.Brief_Encounters_with_Che_Guevara?from_search=true&from_srp=true&qid=8jSvL6lWvT&rank=1
Hostage,"Elie Wiesel, Catherine Temerson - translator",https://www.goodreads.com/book/show/13155834-hostage?from_search=true&from_srp=true&qid=W4S5V9Zofr&rank=1
The Essential T.S. Eliot,T. S. Eliot,https://www.goodreads.com/book/show/983569.The_Essential_Groucho?from_search=true&from_srp=true&qid=DC6rlZaS8i&rank=5
Then the Fish Swallowed Him,Amir Ahmadi Arian,https://www.goodreads.com/book/show/44557426-then-the-fish-swallowed-him?from_search=true&from_srp=true&qid=E3WMQ6NYFq&rank=1
Alias Grace,Margaret Atwood,https://www.goodreads.com/book/show/72579.Alias_Grace?from_search=true&from_srp=true&qid=OrFQPc0HDU&rank=7
A Merciful Death,Kendra Elliot,https://www.goodreads.com/book/show/29986740-a-merciful-death?from_search=true&from_srp=true&qid=VG3pqRicoW&rank=1
Hell Divers,Nicholas Sansbury Smith,https://www.goodreads.com/book/show/28464896-hell-divers?from_search=true&from_srp=true&qid=6aRowmKiH9&rank=1
Patient Zero,Jonathan Maberry,https://www.goodreads.com/book/show/3993839-patient-zero?from_search=true&from_srp=true&qid=owKrdC8AYO&rank=1
The Gray Man,Mark Greaney,https://www.goodreads.com/book/show/6547865-the-gray-man?from_search=true&from_srp=true&qid=z7tJdrE18T&rank=1
An Accidental Death,Peter Grainger,https://www.goodreads.com/book/show/19074261-an-accidental-death?from_search=true&from_srp=true&qid=zl1nc4i1ad&rank=1
The Final Cut,"Catherine Coulter, J. T. Ellison",https://www.goodreads.com/book/show/17707480-the-final-cut?from_search=true&from_srp=true&qid=mSyNcCqop5&rank=1
Split Second,Douglas E. Richards,https://www.goodreads.com/book/show/26216031-split-second?from_search=true&from_srp=true&qid=eO3SEyuu4Y&rank=1
Single Malt Murder,Melinda Mullet,https://www.goodreads.com/book/show/33632753-single-malt-murder?from_search=true&from_srp=true&qid=898ihOenZl&rank=1
Cocaine Blues,Kerry Greenwood,https://www.goodreads.com/book/show/41022009-cocaine-blues?from_search=true&from_srp=true&qid=R6wzlWA8KL&rank=1
Some Danger Involved,Will Thomas,https://www.goodreads.com/book/show/498082.Some_Danger_Involved?from_search=true&from_srp=true&qid=44BmIXGi2v&rank=1
Sanctuary,Nora Roberts,https://www.goodreads.com/book/show/114141.Sanctuary?from_search=true&from_srp=true&qid=reMhKoNj5F&rank=1
Playing with Fire,Tess Gerritsen,https://www.goodreads.com/book/show/25177983-playing-with-fire?from_search=true&from_srp=true&qid=5ARWC4Rx0Z&rank=1
Three Fates,Nora Roberts,https://www.goodreads.com/book/show/682153.Three_Fates?from_search=true&from_srp=true&qid=RqwWq3Gx9D&rank=2
Rewinder,Brett Battles,https://www.goodreads.com/book/show/22887943-rewinder?from_search=true&from_srp=true&qid=7VaZScvmYS&rank=1
The Tower,Gregg Hurwitz,https://www.goodreads.com/book/show/583319.The_Tower?from_search=true&from_srp=true&qid=smbli17Nd8&rank=1
When She Returned,Lucinda Berry,https://www.goodreads.com/book/show/43807935-when-she-returned?from_search=true&from_srp=true&qid=pAGv0HHdfj&rank=1
Midnight,Dean Koontz,https://www.goodreads.com/book/show/64955.Midnight?from_search=true&from_srp=true&qid=2hcEeVPGFl&rank=2
The Strangler Vine,M. J. Carter,https://www.goodreads.com/book/show/18744034-the-strangler-vine?from_search=true&from_srp=true&qid=EErit3DSn5&rank=1
A Clean Kill in Tokyo,Barry Eisler,https://www.goodreads.com/book/show/925.A_Clean_Kill_in_Tokyo?from_search=true&from_srp=true&qid=yBUhDKCS81&rank=1
Murder on Black Swan Lane,Andrea Penrose,https://www.goodreads.com/book/show/33024254-murder-on-black-swan-lane?from_search=true&from_srp=true&qid=y1UjUCpgc5&rank=1
Lowcountry Boil,Susan M. Boyer,https://www.goodreads.com/book/show/18044412-lowcountry-boil?from_search=true&from_srp=true&qid=iBwZR4K7BE&rank=1
The Stillwater Girls,Minka Kent,https://www.goodreads.com/book/show/40258215-the-stillwater-girls?from_search=true&from_srp=true&qid=4YgMZi4Q1O&rank=1
A High-End Finish,Kate Carlisle,https://www.goodreads.com/book/show/21863634-a-high-end-finish?from_search=true&from_srp=true&qid=II49GFPEdG&rank=1
The Stranger Within,Kathryn Croft,https://www.goodreads.com/book/show/23518623-the-stranger-within?from_search=true&from_srp=true&qid=WJWeMpEMLB&rank=1
Intensity,Dean Koontz,https://www.goodreads.com/book/show/32439.Intensity?from_search=true&from_srp=true&qid=tCpR2Cyebi&rank=1
Chocolate Chip Cookie Murder,Joanne Fluke,https://www.goodreads.com/book/show/36347162-chocolate-chip-cookie-murder?from_search=true&from_srp=true&qid=k2sYbLdGuG&rank=1
A Rage in Harlem,Chester Himes,https://www.goodreads.com/book/show/565816.A_Rage_in_Harlem?from_search=true&from_srp=true&qid=IH5q8Z0O94&rank=1
Bad Mommy,Tarryn Fisher,https://www.goodreads.com/book/show/33561990-bad-mommy?from_search=true&from_srp=true&qid=1EgjvaMtoa&rank=1
Dark Rivers of the Heart,Dean Koontz,https://www.goodreads.com/book/show/15760.Dark_Rivers_of_the_Heart?from_search=true&from_srp=true&qid=A0lQ4XvzLu&rank=1
One-Hit Wonder,Lisa Jewell,https://www.goodreads.com/book/show/161345.One_Hit_Wonder?from_search=true&from_srp=true&qid=l7Cm74yg5w&rank=1
The Girl Next Door,Jack Ketchum,https://www.goodreads.com/book/show/179735.The_Girl_Next_Door?from_search=true&from_srp=true&qid=2WXGzeToA1&rank=2
Phantom Evil,Heather Graham,https://www.goodreads.com/book/show/9585036-phantom-evil?from_search=true&from_srp=true&qid=BenDk8aTIT&rank=1
Something About You,Julie James,https://www.goodreads.com/book/show/6642402-something-about-you?from_search=true&from_srp=true&qid=oCTwE6Abfp&rank=1
Big Jack,J. D. Robb,https://www.goodreads.com/book/show/6699948-big-jack?from_search=true&from_srp=true&qid=j7azMBRV26&rank=1
Hollow World,Michael J. Sullivan,https://www.goodreads.com/book/show/19084955-hollow-world?from_search=true&from_srp=true&qid=wwtNyacvhP&rank=1
The Searchers,Alan Le May,https://www.goodreads.com/book/show/15811641-the-searchers?from_search=true&from_srp=true&qid=A6XlX385Ns&rank=1
Frankenstein in Baghdad,Ahmed Saadawi,https://www.goodreads.com/book/show/30780005-frankenstein-in-baghdad?from_search=true&from_srp=true&qid=6OiOjOKV32&rank=2
Dark Rooms,Lili Anolik,https://www.goodreads.com/book/show/22535506-dark-rooms?from_search=true&from_srp=true&qid=wQQolwRB2t&rank=1
Outlander,Diana Gabaldon,https://www.goodreads.com/book/show/10964.Outlander?from_search=true&from_srp=true&qid=I6M7whCuEq&rank=7
The Name of the Wind,Patrick Rothfuss,https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind?from_search=true&from_srp=true&qid=MKnUERDf5w&rank=2
Theft of Swords,Michael J. Sullivan,https://www.goodreads.com/book/show/10790290-theft-of-swords?from_search=true&from_srp=true&qid=nXVrJddQuw&rank=1
Hyperion,Dan Simmons,https://www.goodreads.com/book/show/77566.Hyperion?from_search=true&from_srp=true&qid=IVuons5a1X&rank=3
Homeland,R. A. Salvatore,https://www.goodreads.com/book/show/50027.Homeland?from_search=true&from_srp=true&qid=VEBz1Nq5dv&rank=1
Hounded,Kevin Hearne,https://www.goodreads.com/book/show/9533378-hounded?from_search=true&from_srp=true&qid=j0ePo91Wk4&rank=1
The Shadow of What Was Lost,James Islington,https://www.goodreads.com/book/show/22878967-the-shadow-of-what-was-lost?from_search=true&from_srp=true&qid=dQleUibRXB&rank=1
Fear the Sky,Stephen Moss,https://www.goodreads.com/book/show/22171697-fear-the-sky?from_search=true&from_srp=true&qid=GYyshCQIXy&rank=1
Free the Darkness,Kel Kade,https://www.goodreads.com/book/show/28385685-free-the-darkness?from_search=true&from_srp=true&qid=ncxXa7P58o&rank=1
Parable of the Sower,Octavia E. Butler,https://www.goodreads.com/book/show/52397.Parable_of_the_Sower?from_search=true&from_srp=true&qid=vVh261VTh3&rank=4
Hard Magic,Larry Correia,https://www.goodreads.com/book/show/8643407-hard-magic?from_search=true&from_srp=true&qid=suQUefVxOh&rank=1
The Clan of the Cave Bear,Jean M. Auel,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear?from_search=true&from_srp=true&qid=ZE0a6TVjGn&rank=1
Dungeon Born,Dakota Krout,https://www.goodreads.com/book/show/32509131-dungeon-born?from_search=true&from_srp=true&qid=AQuhoJ1OfL&rank=1
Skinwalker,Faith Hunter,https://www.goodreads.com/book/show/5585788-skinwalker?from_search=true&from_srp=true&qid=2N0k7ghG0l&rank=1
Not Alone,Craig A. Falconer,https://www.goodreads.com/book/show/28261356-not-alone?from_search=true&from_srp=true&qid=x4FKQ5OjbP&rank=1
Ritualist,Dakota Krout,https://www.goodreads.com/book/show/38739408-ritualist?from_search=true&from_srp=true&qid=SpOdqyILsu&rank=1
The Dragons of Dorcastle,Jack Campbell,https://www.goodreads.com/book/show/23379245-the-dragons-of-dorcastle?from_search=true&from_srp=true&qid=UyOq4Sludv&rank=1
Ringworld,Larry Niven,https://www.goodreads.com/book/show/61179.Ringworld?from_search=true&from_srp=true&qid=h4BUmuXILg&rank=1
Red Mars,Kim Stanley Robinson,https://www.goodreads.com/book/show/77507.Red_Mars?from_search=true&from_srp=true&qid=ueYXJ3Empx&rank=1
The Black Company,Glen Cook,https://www.goodreads.com/book/show/140671.The_Black_Company?from_search=true&from_srp=true&qid=g7rP1F2tnF&rank=1
Genesis,Ken Lozito,https://www.goodreads.com/book/show/36284236-genesis?from_search=true&from_srp=true&qid=V01XfjGxi2&rank=1
Rebel Fleet,B. V. Larson,https://www.goodreads.com/book/show/31675453-rebel-fleet?from_search=true&from_srp=true&qid=j3XZqTZHmP&rank=1
Good Intentions,Elliott Kay,https://www.goodreads.com/book/show/11764721-good-intentions?from_search=true&from_srp=true&qid=0eOMGCYSZ3&rank=1
Magic Rises,Ilona Andrews,https://www.goodreads.com/book/show/11544421-magic-rises?from_search=true&from_srp=true&qid=mULXfLkB5Z&rank=1
An Easy Death,Charlaine Harris,https://www.goodreads.com/book/show/38136877-an-easy-death?from_search=true&from_srp=true&qid=9TflrBKChQ&rank=1
Gateway,Frederik Pohl,https://www.goodreads.com/book/show/218427.Gateway?from_search=true&from_srp=true&qid=cwi6cyA3oQ&rank=1
Live Free or Die,John Ringo,https://www.goodreads.com/book/show/6713634-live-free-or-die?from_search=true&from_srp=true&qid=HfOV2frOun&rank=1
Tarnished Knight,Jack Campbell,https://www.goodreads.com/book/show/13542832-tarnished-knight?from_search=true&from_srp=true&qid=VlNFOg2eA7&rank=1
Web of Eyes,"Rhett C. Bruno, Jaime Castle",https://www.goodreads.com/book/show/42594238-web-of-eyes?from_search=true&from_srp=true&qid=gfzLI6hBzJ&rank=1
Daughter of the Forest,Juliet Marillier,https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest?from_search=true&from_srp=true&qid=7GHe4mnYz8&rank=1
The 12th Planet,Zecharia Sitchin,https://www.goodreads.com/book/show/508957.The_12th_Planet?from_search=true&from_srp=true&qid=CwuUbOq2wM&rank=2
A Little Night Magic,Lucy March,https://www.goodreads.com/book/show/11686611-a-little-night-magic?from_search=true&from_srp=true&qid=ozXxdzRu8E&rank=1
Tesser: A Dragon Among Us,Chris Philbrook,https://www.goodreads.com/book/show/21881932-tesser?from_search=true&from_srp=true&qid=r90DGKhD1F&rank=1
Rosemary and Rue,Seanan McGuire,https://www.goodreads.com/book/show/6294549-rosemary-and-rue?from_search=true&from_srp=true&qid=2dKf1OvrIC&rank=1
